"link_de_post","conteudo_de_post","antivax","provax","conspiracionista","negacionista","profissao"
"https://www.youtube.com/watch?v=fMuUc57mN0o","O médico Jörg-Heiner Möller passa a desconfiar das vacinas após observar casos familiares. ""A partir de sua experiência prática, ele escreveu o livro 'Pós-Vac: a catástrofe encoberta'"" (tradução nossa)",TRUE,NA,TRUE,TRUE,"Médico cardiologista"
